corpus,chunk1,chunk2,chunk3,score,joke
álljanak,áll,jan,ak,,
álljanak,állj,an,ak,,
magyarázni,mag,ya,rázni,,
pokoli,po,ko,li,,
ritkán,ri,tk,án,,
működnek,mű,köd,nek,,
holnapi,hol,na,pi,2,
italra,it,al,ra,,
férfinak,fér,fi,nak,,
férfinak,fér,fin,ak,,
egyenes,eg,yen,es,,
egyenes,egy,en,es,2,
amilyennek,am,ily,ennek,,
amilyennek,am,ilyen,nek,2,
csináljon,csi,nál,jon,,
csináljon,csin,ál,jon,,
található,talál,ha,tó,,
segítettél,segít,et,tél,,
adatokat,ada,to,kat,,
adatokat,ada,tok,at,,
adatokat,adat,ok,at,,
kamerák,ka,me,rák,,
játszottam,játsz,ot,tam,,
játszottam,játsz,ott,am,,
jennifer,jen,ni,fer,,
érdekelnek,ér,de,kelnek,,
martha,ma,rt,ha,,
testvéred,te,st,véred,,
testvéred,test,vér,ed,,
állította,állít,ot,ta,,
tetején,te,tej,én,2,
azokra,az,ok,ra,2,
értette,ért,et,te,2,
semmivel,sem,mi,vel,3,sem mi vel
intézni,int,éz,ni,,
hozhatok,hoz,ha,tok,2,
hozhatok,hoz,hat,ok,2,
lakott,la,ko,tt,,
csapatban,csa,pat,ban,,
csapatban,csap,at,ban,,
boltban,bo,lt,ban,,
jonathan,jo,na,than,,
jonathan,jo,nat,han,,
jonathan,jon,at,han,,
csalódott,csaló,do,tt,,
ügyvédje,ügy,véd,je,,
választottam,választ,ot,tam,,
választottam,választ,ott,am,2,
időkben,idő,kb,en,2,
iskolát,is,ko,lát,,
életedet,élet,ed,et,,
jutottam,jut,ot,tam,,
jutottam,jut,ott,am,2,
apámmal,ap,ám,mal,,
adrian,ad,ri,an,,
tettes,te,tt,es,,
lauren,la,ur,en,,
madame,ma,da,me,,
egyiket,eg,yi,ket,,
rémálom,rém,ál,om,,
hónapok,hó,nap,ok,,
köszönet,kösz,ön,et,,
helyettem,helye,tt,em,,
hallgatom,hall,ga,tom,,
rejtélyes,rejt,él,yes,,
holttest,ho,lt,test,,
holttest,ho,ltt,est,,
holttest,hol,tt,est,,
holttest,holt,te,st,,
semmiért,sem,mi,ért,3,sem mi ért
helyettes,helye,tt,es,,
édesanyja,édes,any,ja,,
mondania,mon,da,nia,,
kocsiból,ko,csi,ból,,
rendőrségre,rend,őrs,égre,,
rendőrségre,rend,őrség,re,,
partra,pa,rt,ra,,
azonnali,az,onn,ali,,
azonnali,azon,na,li,2,
egyenlő,eg,yen,lő,,
egyenlő,egy,en,lő,2,
párizsban,pá,rizs,ban,,
randira,ran,di,ra,,
helyedben,helye,db,en,,
veszett,ve,sze,tt,,
tudhatja,tud,hat,ja,2,
valamiről,va,la,miről,,
valamiről,val,ami,ről,3,val ami ről
valamiről,vala,mi,ről,2,
követi,kö,ve,ti,,
jelentette,jel,en,tette,2,
jelentette,jelent,et,te,2,
maradhatok,ma,radha,tok,,
maradhatok,mar,adhat,ok,,
maradhatok,marad,ha,tok,2,
maradhatok,marad,hat,ok,2,
kaphatok,kap,ha,tok,2,
kaphatok,kap,hat,ok,2,
időnként,id,őn,ként,,
gondoskodom,gondos,ko,dom,,
biztosíthatom,biztosít,ha,tom,2,
biztosíthatom,biztosít,hat,om,,
abbahagyni,ab,ba,hagyni,,
abbahagyni,abba,hagy,ni,,
tanult,ta,nu,lt,,
nagymama,nagy,ma,ma,,
állati,ál,la,ti,,
viszontlátásra,viszont,látás,ra,2,
mindennap,min,den,nap,,
mindennap,mind,en,nap,3,mind en nap
kértél,ké,rt,él,,
ruhákat,ru,há,kat,,
tutira,tu,ti,ra,2,
léteznek,lét,ez,nek,,
darabot,da,ra,bot,,
darabot,da,rab,ot,,
darabot,dar,ab,ot,,
álljatok,áll,ja,tok,,
álljatok,állj,at,ok,,
válaszokat,válasz,ok,at,,
barbara,bar,ba,ra,2,
baseball,ba,se,ball,2,
baseball,ba,seb,all,,
állomás,ál,lo,más,,
állomás,áll,om,ás,,
értetted,ér,tett,ed,,
értetted,ért,et,ted,,
értetted,érte,tt,ed,,
engedjenek,enged,je,nek,,
családomat,család,om,at,,
tetszene,te,ts,zene,2,
váratlan,vá,rat,lan,,
váratlan,vár,at,lan,,
addigra,add,ig,ra,2,
egymástól,egy,más,tól,3,egy más tól
zavarásért,zavar,ás,ért,,
jelentkezett,jelent,keze,tt,,
tartson,ta,rt,son,,
hallottuk,hall,ott,uk,,
hallottuk,hallo,tt,uk,,
eddigi,ed,di,gi,,
formában,for,má,ban,2,
halljam,ha,ll,jam,,
halljam,hal,lj,am,,
ismerni,is,mer,ni,,
segítségedre,segítség,ed,re,,
gyerekeim,gyere,ke,im,,
mindenem,min,de,nem,2,
mindenem,min,den,em,,
mindenem,mind,en,em,2,
tiszteletet,tisztel,et,et,,
mindkettőnknek,mind,kettőnk,nek,2,
ugyanazon,ugy,an,azon,,
ugyanazon,ugyan,az,on,3,ugyan az on
mindenért,min,den,ért,,
mindenért,mind,en,ért,3,mind en ért
házamban,ház,am,ban,2,
mindenen,min,de,nen,,
mindenen,min,den,en,,
mindenen,mind,en,en,3,mind en en
viselt,vi,se,lt,,
korában,ko,rá,ban,2,
évente,év,en,te,2,
williams,wil,lia,ms,,
szeretnének,szeret,né,nek,2,
egyetemi,egye,te,mi,2,
egésznek,eg,ész,nek,,
ruhában,ru,há,ban,,
választani,válasz,ta,ni,,
sajnálatos,sajnál,at,os,,
történnek,tört,én,nek,2,
hajóra,ha,jó,ra,2,
partit,pa,rt,it,,
tested,te,st,ed,,
modell,mo,de,ll,,
street,st,re,et,,
egyszerűbb,egy,szerű,bb,,
semmiből,sem,mi,ből,2,
láthatod,lát,ha,tod,,
időpontot,idő,pont,ot,2,
bámulatos,bá,mulat,os,,
bámulatos,bámul,at,os,,
álltak,ál,lt,ak,,
julian,ju,li,an,,
késtem,ké,st,em,,
láthatatlan,láthat,at,lan,,
szeretettel,szer,etet,tel,,
szeretettel,szeret,et,tel,,
viseli,vi,se,li,,
natalie,na,tal,ie,,
natalie,nat,al,ie,,
játszanak,játsz,an,ak,,
láthatja,lá,that,ja,,
láthatja,lát,hat,ja,,
ugyanez,ugy,an,ez,,
egyedi,eg,ye,di,,
könnyedén,könny,ed,én,,
hagyjatok,hagy,ja,tok,,
hagyjatok,hagyj,at,ok,,
segítenél,segít,en,él,2,
folytassuk,folyt,as,suk,,
valaminek,va,la,minek,,
valaminek,val,ami,nek,3,val ami nek
valaminek,vala,mi,nek,2,
melyiket,mel,yi,ket,,
végülis,vég,ül,is,,
foglalt,fog,la,lt,,
esetén,es,et,én,,
hetente,he,ten,te,,
birodalom,bi,ro,dalom,,
stabil,st,ab,il,,
mindenit,min,den,it,,
mindenit,mind,en,it,2,
csapata,csa,pa,ta,,
tiszteletes,tisztel,et,es,,
anyámnak,any,ám,nak,2,
magamban,mag,am,ban,,
érezted,ér,ez,ted,,
érezted,ér,ezt,ed,,
heather,he,at,her,,
vesztettem,vesz,tett,em,2,
ártana,ár,ta,na,,
magukra,mag,uk,ra,,
hivatal,hi,va,tal,,
hivatal,hiv,at,al,,
maradnia,mar,ad,nia,,
bizalmas,biz,al,mas,,
kétség,ké,ts,ég,,
áldott,ál,do,tt,,
vigyázzatok,vigyázz,at,ok,,
jobbak,jo,bb,ak,,
jusson,ju,ss,on,,
gondoljon,gon,dol,jon,,
vittem,vi,tt,em,,
döntöttél,dönt,öt,tél,,
virágok,vir,ág,ok,,
várható,vár,ha,tó,2,
színpadon,szín,pa,don,,
színpadon,szín,pad,on,,
alkohol,al,ko,hol,,
semmiről,sem,mi,ről,3,sem mi ről
istenre,is,ten,re,2,
istenre,ist,en,re,2,
miszerint,mi,szer,int,,
törvényes,tör,vén,yes,,
találjam,tal,ál,jam,,
északra,és,zak,ra,2,
északra,ész,ak,ra,,
csináljam,csi,nál,jam,,
csináljam,csin,ál,jam,,
hector,he,ct,or,,
magyarázza,mag,ya,rázza,,
változnak,vált,oz,nak,2,
lassíts,las,sí,ts,,
személyi,szem,él,yi,,
jutottál,jut,ot,tál,,
jutottál,jut,ott,ál,2,
láthatom,lá,that,om,,
láthatom,lát,ha,tom,2,
láthatom,lát,hat,om,,
ügynököt,ügy,nö,köt,,
mostani,mos,ta,ni,,
figyeljenek,figyel,je,nek,,
tudomást,tu,do,mást,,
mitchell,mit,che,ll,,
nevemet,ne,ve,met,,
nőttem,nő,tt,em,,
tanácsadó,tan,ács,adó,,
olyannak,oly,an,nak,,
olyannak,oly,ann,ak,,
barátommal,ba,rá,tommal,2,
barátommal,barát,om,mal,,
autóban,au,tó,ban,,
nyomokat,nyom,ok,at,,
nővéred,nő,vér,ed,,
haverom,ha,ve,rom,,
haverom,ha,ver,om,,
vállalom,váll,al,om,,
laborban,la,bor,ban,,
ugyanabban,ugy,an,abban,,
ugyanabban,ugyan,ab,ban,2,
hónapot,hó,nap,ot,,
magamtól,mag,am,tól,,
kérdeznem,kérd,ez,nem,,
lányokkal,lány,ok,kal,,
maradtak,mar,ad,tak,,
csatorna,csa,tor,na,,
férfiakat,fér,fia,kat,,
férfiakat,férfi,ak,at,,
finoman,fi,no,man,,
finoman,fin,om,an,,
adatok,ad,at,ok,,
vanessa,van,es,sa,,
baromi,ba,ro,mi,2,
rengeteget,ren,get,eget,,
cameron,cam,er,on,,
fogadott,fog,ad,ott,2,
fogadott,foga,do,tt,,
online,on,li,ne,,
kapjon,ka,pj,on,,
bishop,bi,sh,op,,
születésnapot,születés,nap,ot,,
szervezet,szerv,ez,et,,
hallak,ha,ll,ak,,
őrülten,őr,ül,ten,,
őrülten,őr,ült,en,,
direkt,di,re,kt,,
siessen,si,es,sen,,
siessen,si,ess,en,,
gazdagok,gaz,dag,ok,,
anyámmal,any,ám,mal,,
londonba,lon,do,nba,,
londonba,lon,don,ba,,
jelenet,jel,en,et,,
ilyesmire,il,yes,mire,,
ilyesmire,ily,es,mire,,
másoknak,má,sok,nak,2,
másoknak,más,ok,nak,2,
bárhová,bár,ho,vá,,
viselkedj,visel,ke,dj,,
világosan,világ,os,an,,
debbie,de,bb,ie,,
kórházból,kór,ház,ból,,
dobozban,dob,oz,ban,,
nagykövet,nagy,kö,vet,,
névtelen,név,tel,en,2,
vonalban,von,al,ban,,
villám,vi,ll,ám,,
amolyan,am,oly,an,,
művészet,mű,vész,et,,
holttestét,ho,lt,testét,,
holttestét,ho,ltt,estét,,
holttestét,hol,tt,estét,2,
maradtál,mar,ad,tál,,
töltötte,tölt,öt,te,,
találj,ta,lá,lj,,
ártani,ár,ta,ni,,
vádlott,vád,lo,tt,,
madarak,ma,da,rak,,
madarak,ma,dar,ak,,
változni,vált,oz,ni,,
alatti,al,at,ti,,
követem,kö,vet,em,,
boltba,bo,lt,ba,,
mutatok,mu,ta,tok,,
kövess,kö,ve,ss,,
vadászni,vad,ász,ni,,
magadhoz,mag,ad,hoz,,
bizonytalan,bizony,ta,lan,,
bizonytalan,bizony,tal,an,,
reménytelen,remény,tel,en,,
faluban,fa,lu,ban,,
viszonya,visz,on,ya,,
riporter,ri,port,er,,
tudjon,tu,dj,on,,
indián,in,di,án,,
alapos,al,ap,os,,
nálatok,nál,at,ok,,
christopher,chris,top,her,,
christopher,christ,op,her,,
emeletre,emel,et,re,,
sejtettem,se,jt,ettem,,
terjed,te,rj,ed,,
hétköznapi,hét,köz,napi,2,
vérnyomás,vér,nyom,ás,,
nagyapám,nagy,ap,ám,2,
hatalma,ha,tal,ma,,
hatalma,hat,al,ma,,
interneten,int,er,neten,,
önmagát,ön,ma,gát,,
határon,ha,tár,on,2,
határon,hat,ár,on,2,
érdemel,ér,de,mel,,
művelt,mű,ve,lt,,
barátomnak,ba,rá,tomnak,2,
barátomnak,barát,om,nak,,
valóságos,valós,ág,os,,
jelenetet,jel,en,etet,,
jelenetet,jele,net,et,,
jelenetet,jelen,et,et,,
másokkal,má,sok,kal,,
másokkal,má,sokk,al,,
másokkal,más,ok,kal,,
nénikém,né,ni,kém,,
kettős,ke,tt,ős,,
otthona,ott,ho,na,2,
magasan,ma,ga,san,,
magasan,mag,as,an,,
sajnálattal,sajnál,at,tal,,
lassabban,la,ss,abban,,
kulcsokat,kulcs,ok,at,,
tartsuk,ta,rt,suk,,
okoztam,ok,oz,tam,,
christine,chris,ti,ne,,
tiltott,ti,lt,ott,2,
késésért,kés,és,ért,2,
melissa,mel,is,sa,,
egészségedre,egészség,ed,re,,
szívemet,szív,em,et,,
közötti,köz,öt,ti,,
részemről,ré,szem,ről,2,
részemről,rész,em,ről,2,
laborba,la,bor,ba,,
adjatok,ad,ja,tok,,
adjatok,adj,at,ok,,
párizsba,pá,rizs,ba,,
bulizni,bu,liz,ni,,
futott,fu,to,tt,,
készültem,ké,szült,em,,
készültem,kész,ült,em,,
hasonlóan,hason,ló,an,,
tekintettel,tekint,et,tel,,
akármilyen,ak,ár,milyen,,
akármilyen,akár,mily,en,2,
köszönetet,kösz,ön,etet,,
köszönetet,köszön,et,et,,
motort,mo,to,rt,,
gondolkodj,gondol,ko,dj,,
szerettelek,szer,et,telek,,
louise,lo,ui,se,,
neveket,ne,ve,ket,,
junior,ju,ni,or,,
christian,chris,ti,an,,
rosszak,ro,ss,zak,,
mondana,mon,da,na,,
mégiscsak,még,is,csak,3,még is csak
alkalmazott,alkalma,zo,tt,,
lényegre,lény,eg,re,,
szempontból,szem,pont,ból,,
kanapén,ka,nap,én,2,
kanapén,kan,ap,én,,
hangokat,han,go,kat,,
hangokat,hang,ok,at,,
facebook,face,bo,ok,,
vártál,vá,rt,ál,,
jelentenek,jelen,te,nek,3,jelen te nek
baráti,ba,rá,ti,3,ba rá ti
vesztett,vesz,te,tt,2,
máskülönben,más,különb,en,2,
érintett,ér,in,tett,,
kötelet,kö,tel,et,,
rájönnek,rá,jön,nek,3,rá jön nek
kérted,ké,rt,ed,,
azokról,az,ok,ról,2,
háromra,há,rom,ra,,
háromra,hár,om,ra,,
ezerszer,ez,er,szer,,
gondoltok,gon,dol,tok,,
ismernek,is,mer,nek,2,
műtétet,mű,tét,et,,
társadalmi,társa,dal,mi,2,
társadalmi,társad,al,mi,,
aligha,al,ig,ha,2,
butaság,but,as,ág,,
kenyeret,ke,nyer,et,,
magadban,mag,ad,ban,,
magadban,maga,db,an,,
rakéta,ra,ké,ta,,
állatokat,álla,to,kat,,
állatokat,álla,tok,at,,
állatokat,állat,ok,at,,
denise,de,ni,se,2,
nevetni,ne,vet,ni,,
mondhatni,mond,hat,ni,2,
doktornő,dok,tor,nő,,
férjemet,fér,je,met,,
férjemet,fér,jem,et,,
férjemet,férj,em,et,,
számítanak,számít,an,ak,,
ismerted,is,mer,ted,,
ismerted,is,mert,ed,2,
alison,al,is,on,2,
tizedes,ti,zed,es,,
jólvan,jó,lv,an,,
kétségbe,ké,ts,égbe,,
fejemből,fe,jem,ből,,
fejemből,fej,em,ből,,
hazamenni,haza,men,ni,,
magyarázatot,magyaráz,at,ot,,
kellet,ke,ll,et,,
időszak,id,ős,zak,,
időszak,id,ősz,ak,,
társadalom,tár,sa,dalom,,
társadalom,társa,dal,om,,
társadalom,társad,al,om,,
projekt,pro,je,kt,,
magadról,mag,ad,ról,,
számukra,szám,uk,ra,2,
pszichopata,pszicho,pa,ta,,
nagypapa,nagy,pa,pa,,
sorozat,so,roz,at,,
sorozat,sor,oz,at,,
maximum,max,im,um,,
foglalj,fog,la,lj,,
számokat,szám,ok,at,,
menekült,me,nek,ült,,
térképet,tér,ké,pet,,
térképet,tér,kép,et,2,
virágokat,virág,ok,at,,
ingyenes,ing,yen,es,,
mondjad,mon,dj,ad,,
követnek,kö,vet,nek,,
wallace,wa,ll,ace,,
hónapra,hó,nap,ra,2,
önmagad,ön,mag,ad,,
lányoknak,lány,ok,nak,2,
partira,pa,rt,ira,,
partira,par,ti,ra,2,
szerettél,szer,et,tél,,
szeretted,szer,et,ted,,
romlott,ro,ml,ott,,
romlott,rom,lo,tt,,
maradna,mar,ad,na,,
álltál,ál,lt,ál,,
amerikába,ame,ri,kába,,
akarata,ak,ara,ta,,
akarata,aka,ra,ta,,
színésznő,szín,ész,nő,,
okozhat,ok,oz,hat,,
srácokat,srác,ok,at,,
menekülni,me,nek,ülni,,
magadtól,mag,ad,tól,,
helyetted,hely,et,ted,,
helyetted,helye,tt,ed,,
mialatt,mia,la,tt,,
fejezet,fej,ez,et,,
genetikai,gene,ti,kai,,
hatásos,hat,ás,os,,
atyaég,at,ya,ég,,
tévedett,téve,de,tt,,
apukám,ap,uk,ám,,
rendezte,rend,ez,te,,
fogott,fo,go,tt,,
tartoznak,tart,oz,nak,2,
napokban,nap,ok,ban,2,
winston,win,st,on,,
államban,ál,lam,ban,,
államban,ál,lamb,an,,
államban,áll,am,ban,2,
partin,pa,rt,in,,
hónapos,hó,na,pos,,
hónapos,hó,nap,os,,
ajánlatom,ajánl,at,om,,
vonalat,von,al,at,,
fejeztem,fej,ezt,em,,
magamról,mag,am,ról,,
ugyanígy,ugy,an,így,,
anyuka,an,yu,ka,,
intéznem,int,éz,nem,,
buliba,bu,li,ba,,
amilyet,am,ily,et,,
innentől,in,nen,től,,
mutass,mu,ta,ss,,
intézem,int,éz,em,,
koreai,ko,re,ai,,
csináltatok,csinál,ta,tok,,
csináltatok,csinált,at,ok,,
dobott,do,bo,tt,,
vámpírok,vá,mp,írok,,
rendszeresen,rendszer,es,en,2,
hírekben,híre,kb,en,,
tulajdonos,tulaj,do,nos,,
tulajdonos,tulaj,don,os,,
watson,wa,ts,on,,
ilyennek,il,yen,nek,,
ilyennek,ily,en,nek,2,
bolondok,bo,lon,dok,,
mindkettőnket,mind,kettőnk,et,,
életének,él,et,ének,,
autója,au,tó,ja,,
kapcsolatom,kapcsol,at,om,,
rendőrségen,rend,őrs,égen,,
rendőrségen,rend,őrség,en,,
pasast,pa,sa,st,,
készülnek,ké,szül,nek,,
készülnek,kész,ül,nek,2,
színpadra,szín,pad,ra,,
számtalan,szám,ta,lan,,
számtalan,szám,tal,an,,
boltot,bo,lt,ot,,
otthoni,ott,ho,ni,,
vetett,ve,te,tt,,
rendelt,ren,de,lt,,
semmihez,sem,mi,hez,3,sem mi hez
pénzemet,pénz,em,et,,
kezedben,keze,db,en,,
havonta,ha,von,ta,,
kérdezted,kérd,ez,ted,,
kérdezted,kérd,ezt,ed,,
áldjon,ál,dj,on,,
melyeket,mel,ye,ket,,
nyilvánosan,nyilván,os,an,,
bármennyire,bár,mennyi,re,3,bár mennyi re
egyetért,eg,ye,tért,,
egyetért,egy,et,ért,2,
mindennél,min,den,nél,,
mindennél,mind,en,nél,3,mind en nél
haszontalan,haszon,ta,lan,,
haszontalan,haszon,tal,an,,
tudhattam,tud,hat,tam,2,
szolgálatban,szolgál,at,ban,,
fontosak,font,os,ak,,
állomáson,ál,lo,máson,,
állomáson,állom,ás,on,,
anyagi,an,ya,gi,,
semmiképp,sem,mik,épp,2,
sejtem,se,jt,em,,
édesanyám,édes,any,ám,2,
önkéntes,ön,ként,es,2,
virginia,vir,gi,nia,,
kövessen,kö,vess,en,,
kövessen,köve,ss,en,,
bizonyítékokat,bizonyíték,ok,at,,
pontosabban,pont,os,abban,2,
pontosabban,pontos,ab,ban,2,
igencsak,ig,en,csak,3,ig en csak
köszönök,kösz,ön,ök,,
fiának,fi,án,ak,,
madison,ma,di,son,,
madison,mad,is,on,2,
anderson,an,der,son,,
anderson,an,ders,on,,
anderson,and,er,son,,
miranda,mi,ran,da,,
alkoholista,alkohol,is,ta,,
egyikőtök,egyik,őt,ök,2,
olyanokat,olyan,ok,at,,
harcosok,harc,os,ok,,
találat,tal,ál,at,,
halottnak,hal,ott,nak,2,
halottnak,halo,tt,nak,,
szóltak,szó,lt,ak,,
fogadom,fo,ga,dom,,
fogadom,fog,ad,om,,
adjanak,ad,ja,nak,,
adjanak,ad,jan,ak,,
adjanak,adj,an,ak,,
hagyjanak,hagy,ja,nak,,
hagyjanak,hagy,jan,ak,,
hagyjanak,hagyj,an,ak,,
mentőket,ment,ők,et,2,
csakugyan,csak,ugy,an,,
váltak,vá,lt,ak,,
franciaország,fran,cia,ország,,
kellesz,ke,ll,esz,,
időjárás,idő,jár,ás,2,
rendőrtiszt,rend,őr,tiszt,,
rendszerben,rend,szerb,en,,
fejére,fe,jé,re,,
rendőrfőnök,rend,őr,főnök,,
határozott,határ,oz,ott,,
arrafelé,arra,fe,lé,,
lőttem,lő,tt,em,,
mindenfelé,minden,fe,lé,,
hibákat,hi,bá,kat,,
telefonálok,tele,fonál,ok,,
telefonálok,telefon,ál,ok,,
semmim,se,mm,im,,
vonaton,von,at,on,,
azonos,az,on,os,2,
főnököd,fő,nö,köd,,
esetet,es,et,et,,
bocsássanak,bocs,ássa,nak,,
bocsássanak,bocsáss,an,ak,,
mindvégig,mind,vég,ig,2,
magamhoz,mag,am,hoz,,
mondhatja,mond,hat,ja,2,
ügyesen,ügy,es,en,,
mikorra,mi,kor,ra,3,mi kor ra
mikorra,mik,or,ra,,
piacon,pi,ac,on,,
ügyvédem,ügy,véd,em,,
mentális,men,tál,is,,
mentális,ment,ál,is,2,
hálásak,hál,ás,ak,,
néhányat,né,hány,at,,
részese,ré,sze,se,2,
kezelést,keze,lé,st,,
tanuló,ta,nu,ló,,
temetés,te,met,és,2,
végezte,vég,ez,te,,
szándékomban,szándék,om,ban,,
születésnapja,születés,nap,ja,,
suliból,su,li,ból,,
ugyanazok,ugy,an,azok,,
ugyanazok,ugyan,az,ok,2,
fisher,fi,sh,er,,
pasival,pa,si,val,,
pasival,pas,iv,al,,
állatot,áll,at,ot,,
akárhányszor,ak,ár,hányszor,,
fogadta,fog,ad,ta,,
boldogtalan,boldog,ta,lan,,
boldogtalan,boldog,tal,an,,
ígéretet,ígér,et,et,,
serena,se,re,na,3,se re na
kérjen,ké,rj,en,,
másikra,má,sik,ra,,
tanárnő,tan,ár,nő,,
raktárban,ra,kt,árban,,
raktárban,rak,tár,ban,,
álmokat,ál,mo,kat,,
rendőrségtől,rend,őrség,től,,
tizenöt,ti,zen,öt,,
internet,int,er,net,,
fáradjon,fára,dj,on,,
lényegtelen,lényeg,tel,en,2,
igazságtalan,igazság,ta,lan,,
igazságtalan,igazság,tal,an,,
annyiban,ann,yi,ban,,
autóval,au,tó,val,,
menekül,me,nek,ül,,
kórházat,kór,ház,at,,
magasra,mag,as,ra,,
balesetet,bal,es,etet,,
balesetet,bal,eset,et,,
fiamnak,fi,am,nak,,
tárgyalást,tárgya,lá,st,,
régimódi,ré,gi,módi,,
londoni,lon,do,ni,,
sértésnek,sért,és,nek,2,
vonatot,von,at,ot,,
vallásos,val,lá,sos,,
vallásos,vall,ás,os,,
alatta,al,at,ta,,
hallottak,hall,ot,tak,,
hallottak,hall,ott,ak,,
hallottak,hallo,tt,ak,,
randall,ran,da,ll,,
menekülj,me,nek,ülj,,
hangosabban,hang,os,abban,,
hangosabban,hangos,ab,ban,,
jutottak,jut,ot,tak,,
jutottak,jut,ott,ak,2,
dollárral,do,ll,árral,,
tartanom,tart,an,om,,
helyeken,hel,ye,ken,,
erőszakot,erős,zak,ot,,
istenért,is,ten,ért,2,
istenért,ist,en,ért,2,
olyannal,oly,ann,al,,
készülök,ké,szül,ök,,
készülök,kész,ül,ök,,
önmagam,ön,mag,am,,
szerezzen,szer,ez,zen,,
történetesen,történet,es,en,2,
halálának,halál,án,ak,,
máshova,más,ho,va,,
fiammal,fi,am,mal,,
fiammal,fia,mm,al,,
bankban,ban,kb,an,,
alibije,ali,bi,je,,
egyetértünk,eg,ye,tértünk,,
egyetértünk,egy,et,értünk,,
magatokra,mag,at,okra,,
magatokra,maga,tok,ra,2,
segítségért,segíts,ég,ért,,
halottkém,hal,ott,kém,,
halottkém,halo,tt,kém,,
azokon,az,ok,on,2,
azokban,az,ok,ban,2,
papírok,pap,ír,ok,,
észrevette,ész,re,vette,2,
észrevette,észre,vet,te,2,
valahányszor,va,la,hányszor,,
erősnek,er,ős,nek,,
javította,javít,ot,ta,,
amatőr,am,at,őr,,
forgalom,for,gal,om,,
gyerekkoromban,gyerek,korom,ban,2,
jessie,je,ss,ie,,
versenyen,ver,sen,yen,,
versenyen,vers,en,yen,,
csapatom,csa,pa,tom,,
csapatom,csa,pat,om,,
csapatom,csap,at,om,,
teherautó,te,her,autó,2,
teherautó,teher,au,tó,,
bizalom,biz,al,om,,
államokban,állam,ok,ban,2,
valamim,va,la,mim,,
valamim,va,lam,im,,
valamim,val,am,im,,
máshová,más,ho,vá,,
használható,használ,ha,tó,,
barátokat,ba,rátok,at,,
barátokat,barát,ok,at,,
sheila,sh,ei,la,,
fejezni,fej,ez,ni,,
ezáltal,ez,ál,tal,,
tartozott,tart,oz,ott,2,
tervezte,terv,ez,te,2,
számítógépes,számító,gép,es,,
születtél,szül,et,tél,,
férjével,fér,jé,vel,,
robbie,ro,bb,ie,,
alkoholt,al,ko,holt,,
folytatja,folyt,at,ja,,
tartottak,tart,ot,tak,,
tartottak,tart,ott,ak,2,
halkabban,halk,ab,ban,,
segítenie,segít,en,ie,2,
szelleme,sze,ll,eme,,
mehetett,me,he,tett,,
mehetett,me,hete,tt,,
kanadai,ka,na,dai,,
kanadai,kan,ad,ai,,
szabadok,szab,ad,ok,,
döntésem,dönt,és,em,,
forradalom,for,ra,dalom,2,
tulajdona,tulaj,do,na,,
csapatnak,csa,pat,nak,,
csapatnak,csap,at,nak,,
jóságos,jós,ág,os,,
normálisan,normál,is,an,,
késtél,ké,st,él,,
foster,fo,st,er,,
gyanúsítottat,gyanúsít,ott,at,,
alexander,alex,an,der,,
alexander,alex,and,er,,
kezdetnek,kezd,et,nek,2,
egyforma,egy,for,ma,2,
vágott,vá,go,tt,,
köszönhetem,kösz,ön,hetem,,
észrevetted,ész,re,vetted,,
észrevetted,észre,vet,ted,,
észrevetted,észre,vett,ed,2,
segítséged,segíts,ég,ed,,
hagyhatod,hagy,ha,tod,,
lovakat,lo,va,kat,,
lovakat,lo,vak,at,,
tudniuk,tud,ni,uk,,
súlyosan,súly,os,an,,
raktár,ra,kt,ár,,
semmin,se,mm,in,,
erősebben,er,ős,ebben,,
szereztél,szer,ez,tél,,
szereztél,szer,ezt,él,,
holnapig,hol,nap,ig,3,hol nap ig
imádnivaló,imád,ni,való,,
imádnivaló,imádni,va,ló,,
hallanak,hal,la,nak,,
hallanak,hal,lan,ak,,
hallanak,hall,an,ak,,
kellős,ke,ll,ős,,
központban,köz,pont,ban,2,
ütötte,üt,öt,te,,
forrása,for,rá,sa,2,
házamba,ház,am,ba,2,
egykori,egy,ko,ri,,
műveltél,mű,vel,tél,,
műveltél,műve,lt,él,,
sikeresen,si,keres,en,2,
sikeresen,siker,es,en,,
magabiztos,ma,ga,biztos,,
próbáltalak,próbál,tal,ak,,
próbáltalak,próbált,al,ak,,
otthagyta,ott,hagy,ta,,
szerepelt,sze,re,pelt,,
magazin,ma,gaz,in,,
magazin,mag,az,in,,
magyarázd,mag,ya,rázd,,
fiatalon,fia,ta,lon,,
fiatalon,fia,tal,on,2,
fiatalon,fiat,al,on,,
ítéletet,ítél,et,et,,
regina,re,gi,na,2,
lényeges,lény,eg,es,,
tiszteletem,tisztel,et,em,,
szóltok,szó,lt,ok,,
lányommal,lá,nyom,mal,,
lányommal,lány,om,mal,,
minimum,mi,nim,um,,
minimum,min,im,um,,
célpontot,cél,pont,ot,,
tanulj,ta,nu,lj,,
pokolra,po,kol,ra,,
álmodom,ál,mo,dom,,
helyrehozni,hely,re,hozni,2,
helyrehozni,helyre,hoz,ni,2,
lásson,lá,ss,on,,
baszódj,ba,szó,dj,2,
aggódjatok,aggódj,at,ok,,
vádakat,vá,da,kat,,
vádakat,vád,ak,at,,
szélhámos,szél,há,mos,,
kapcsolatok,kapcsol,at,ok,,
